,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type
208,Subaru Impreza WRX-S 5D 2.5M (COE till 12/2028),"$80,000","$12,640 /yr",15-Jan-2009,"2,457 cc",-,Sports
209,Volkswagen Type 3 Notchback (COE till 01/2032),"$95,000","$9,550 /yr",27-Jan-2022,"1,584 cc",-,Others
210,MG MGB GT (COE till 08/2031),"$68,888","$7,660 /yr",26-Feb-1971,"1,798 cc",-,Sports
211,Porsche Cayman 2.9A PDK (COE till 12/2030),"$168,888","$20,340 /yr",22-Dec-2010,"2,893 cc","83,000 km",Sports
212,Porsche Cayman 2.7A (COE till 06/2028),"$129,900","$22,570 /yr",06-Jun-2008,"2,687 cc","62,000 km",Sports
213,MINI John Cooper Works GP 2.0A,"$281,888",N.A,N.A.,"1,998 cc",35 km,Sports
214,Audi A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,"$275,800","$26,380 /yr",17-Jan-2022,"1,984 cc",88 km,Luxury
215,Honda E Electric Advance,"$169,988","$17,650 /yr",14-Dec-2021,-,300 km,Hatchback
216,Mercedes-Benz C-Class C180,"$65,800","$28,630 /yr",04-Jun-2014,"1,595 cc","123,000 km",Luxury
217,Lamborghini Gallardo LP570-4 Superleggera (COE till 09/2030),"$383,800","$47,520 /yr",30-Nov-2010,"5,204 cc","58,000 km",Sports
218,Nissan NV350 2.5A,"$62,800","$10,010 /yr",11-Dec-2018,"2,488 cc","60,000 km",Van
219,Jaguar F-PACE 5.0A SVR,"$389,800","$35,320 /yr",01-Dec-2021,"5,000 cc","9,000 km",SUV
220,MINI Electric Level 3,"$198,988","$21,040 /yr",13-Dec-2021,-,50 km,Sports
221,Honda Stream 1.8A X (COE till 09/2023),"$14,888","$14,080 /yr",26-Sep-2008,"1,799 cc","161,000 km",MPV
222,MINI John Cooper Works GP 2.0A,"$268,988","$25,850 /yr",09-Dec-2021,"1,998 cc",652 km,Sports
223,Nissan NV350 Caravan 2.0A DX,"$62,999","$6,820 /yr",01-Dec-2021,"1,998 cc",-,Van
224,Mercedes-Benz SLC-Class SLC180 AMG Line,"$200,000","$24,320 /yr",02-Oct-2019,"1,595 cc","18,000 km",Sports
225,Ferrari 458 Italia (COE till 09/2030),"$458,800","$56,810 /yr",23-Nov-2010,"4,497 cc",-,Sports
226,BMW X1 sDrive18i M-Sport,"$172,888","$16,540 /yr",26-Aug-2021,"1,499 cc","10,000 km",SUV
227,Bentley Continental Flying Spur 6.0A (COE till 03/2026),"$91,800","$26,280 /yr",03-Mar-2006,"5,998 cc","102,000 km",Luxury
228,Alfa Romeo Giulia 2.9A Quadrifoglio,"$333,000","$33,860 /yr",05-Mar-2021,"2,891 cc","10,000 km",Sports
229,Porsche Taycan Electric,"$597,988","$58,030 /yr",09-Oct-2021,-,55 km,Sports
230,Honda Vezel Hybrid 1.5A e:HEV X Honda Sensing,"$172,988","$18,130 /yr",08-Oct-2021,"1,496 cc",652 km,SUV
231,Mercedes-Benz SLK-Class SLK200 (New 10-yr COE),"$110,800","$11,070 /yr",04-Nov-2011,"1,796 cc","86,000 km",Sports
232,Toyota Ractis 1.3A (COE till 08/2023),"$17,800","$18,510 /yr",22-Aug-2008,"1,296 cc","151,710 km",Hatchback
233,Porsche 911 Speedster 4.0M,"$1,288,880","$138,790 /yr",03-Mar-2020,"3,996 cc","5,588 km",Sports
234,Porsche Taycan Electric 4S,"$529,988","$52,870 /yr",09-Nov-2020,-,88 km,Sports
235,Mercedes-Benz Maybach S-Class S650,"$888,000",N.A,N.A.,"5,980 cc",-,Luxury
236,Mercedes-Benz AMG GT 63 S 4MATIC+ Premium,"$800,000",N.A,N.A.,"3,982 cc",-,Sports
237,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE,"$233,800","$25,640 /yr",09-Oct-2020,"1,997 cc","19,783 km",SUV
238,Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,"$193,888","$20,740 /yr",15-Jan-2021,"1,332 cc","17,500 km",SUV
239,Honda Vezel 1.5A X,"$57,800","$13,480 /yr",29-Jul-2016,"1,496 cc","63,000 km",SUV
240,Honda Civic Type R 2.0M (COE till 03/2029),"$164,800","$25,060 /yr",23-May-2009,"1,998 cc",-,Sports
241,Skoda Kodiaq 1.5A TSI Sportline,"$185,000","$17,550 /yr",28-Feb-2022,"1,498 cc","6,000 km",SUV
242,BMW 3 Series 320i (COE till 01/2024),"$18,500","$13,140 /yr",12-May-2009,"1,995 cc","145,000 km",Luxury
243,Nissan Qashqai 1.2A DIG-T,"$86,880","$13,530 /yr",02-May-2018,"1,197 cc","113,600 km",SUV
244,Toyota Vios 1.5A E,"$50,800","$11,880 /yr",16-May-2016,"1,497 cc","81,000 km",Sedan
245,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,"$97,900","$17,600 /yr",16-May-2017,"1,595 cc","77,000 km",Stationwagon
246,Lexus SC430 (COE till 12/2028),"$72,800","$11,550 /yr",22-Dec-2008,"4,293 cc","122,772 km",Sports
247,BMW 5 Series 523i (COE till 09/2030),"$92,800","$11,490 /yr",30-Nov-2010,"2,497 cc","145,300 km",Luxury
248,BMW 2 Series 216i Gran Tourer Luxury,"$113,800","$16,110 /yr",27-Jul-2018,"1,499 cc","67,000 km",MPV
249,Toyota Hiace 3.0M DX,"$32,900","$12,090 /yr",25-May-2015,"2,982 cc","90,000 km",Van
250,Lexus NX Turbo NX200t,"$110,110","$21,320 /yr",23-Sep-2016,"1,998 cc","86,068 km",SUV
251,Toyota Harrier Turbo 2.0A M,"$138,800","$17,140 /yr",30-Sep-2019,"1,998 cc","42,000 km",SUV
252,Toyota Vios 1.5A J (COE till 02/2023),"$5,800",N.A,25-Feb-2008,"1,497 cc",-,Sedan
253,BMW 2 Series 216d Gran Tourer Luxury,"$77,800","$17,280 /yr",31-Dec-2015,"1,496 cc","101,000 km",MPV
254,Mercedes-Benz E-Class E200 Avantgarde,"$129,800","$22,380 /yr",22-Nov-2016,"1,991 cc","132,000 km",Luxury
255,Mercedes-Benz E-Class E250 CGI (COE till 06/2030),"$89,800","$11,540 /yr",16-Jun-2010,"1,796 cc","121,327 km",Luxury
256,Honda Odyssey 2.4A EXV-S Sunroof,"$60,800","$20,220 /yr",05-Dec-2014,"2,356 cc",-,MPV
257,BMW 2 Series 216i Gran Tourer Luxury,"$162,800","$15,850 /yr",20-Aug-2021,"1,499 cc","13,997 km",MPV
258,Honda Fit 1.3A G Skyroof (COE till 05/2024),"$19,800","$11,380 /yr",26-Aug-2009,"1,339 cc",-,Hatchback
259,Mazda CX-3 2.0A Deluxe,"$92,000","$11,950 /yr",28-Jun-2019,"1,998 cc","72,000 km",SUV
260,Volkswagen Jetta GP 1.4A TSI Highline,"$49,800","$12,870 /yr",13-Oct-2015,"1,390 cc","107,800 km",Sedan
261,BMW 5 Series 520i,"$192,800","$21,410 /yr",26-Feb-2020,"1,998 cc","53,000 km",Luxury
262,Toyota Liteace 2.2A (COE till 07/2023),"$9,500","$10,800 /yr",23-Jul-2003,"2,184 cc",-,Van
263,BMW M Series M5 (COE till 07/2032),"$199,999","$20,180 /yr",29-Aug-2012,"4,395 cc","120,000 km",Sports
264,Volkswagen Scirocco 1.4A TSI (New 10-yr COE),"$99,800","$9,970 /yr",31-Aug-2012,"1,390 cc","90,723 km",Sports
265,Toyota Corolla Altis 1.6A Standard,"$115,800","$12,400 /yr",24-Mar-2021,"1,598 cc","14,000 km",Sedan
266,Honda Fit 1.3A G (COE till 08/2025),"$29,800","$10,090 /yr",18-Aug-2010,"1,339 cc","140,000 km",Hatchback
267,Volkswagen Polo 1.2A TSI,"$18,800","$13,180 /yr",31-Oct-2013,"1,197 cc","70,000 km",Hatchback
268,Volkswagen Jetta Sport 1.4A TSI (COE till 06/2030),"$71,998","$9,250 /yr",17-Jun-2010,"1,390 cc","128,902 km",Sedan
269,Bentley Continental GT 4.0A V8,"$188,000","$141,300 /yr",10-May-2013,"3,993 cc",-,Sports
270,Toyota Prius Alpha Hybrid 1.8A S,"$106,800","$15,370 /yr",05-Nov-2018,"1,797 cc","66,000 km",MPV
271,Toyota ISIS 1.8A LX (COE till 10/2028),"$62,800","$10,230 /yr",24-Oct-2008,"1,794 cc","156,874 km",MPV
272,Mercedes-Benz E-Class E250 CGI AMG Line,"$39,800",N.A,03-Oct-2012,"1,796 cc","50,395 km",Luxury
273,BMW X1 sDrive18i,"$127,800","$16,510 /yr",28-Feb-2019,"1,499 cc","69,000 km",SUV
274,Toyota Sienta Hybrid 1.5A G,"$72,800","$13,890 /yr",26-Sep-2017,"1,496 cc","99,500 km",MPV
275,Toyota Harrier 2.0A Premium Style Mauve,"$83,800","$16,500 /yr",28-Jul-2016,"1,986 cc","67,403 km",SUV
276,Suzuki Swift 1.4A Special Edition,"$43,800","$12,100 /yr",23-Oct-2015,"1,372 cc","95,000 km",Hatchback
277,Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,"$112,800","$13,130 /yr",17-Aug-2020,"1,198 cc","29,277 km",SUV
278,Toyota Sienta 1.5A X,"$72,800","$13,300 /yr",20-Oct-2017,"1,496 cc","71,200 km",MPV
279,Suzuki SX4 HB 1.6A (COE till 10/2024),"$19,800","$9,450 /yr",09-Oct-2009,"1,586 cc","163,900 km",Hatchback
280,Subaru Forester 2.0i-L Sunroof,"$56,988","$13,790 /yr",31-Mar-2016,"1,995 cc","112,000 km",SUV
281,Kia Cerato Forte Koup 1.6A SX Sunroof (COE till 09/2024),"$20,800","$10,030 /yr",04-Jan-2010,"1,591 cc","185,000 km",Sports
282,MINI Cooper S 1.6A,"$38,000","$18,400 /yr",10-Jan-2014,"1,598 cc","117,198 km",Sports
283,BMW 2 Series 220i Coupe M-Sport Sunroof,"$59,800","$23,640 /yr",10-Jun-2014,"1,997 cc","79,000 km",Sports
284,BMW 4 Series 420i Gran Coupe M-Sport Sunroof,"$80,000","$22,830 /yr",11-Mar-2015,"1,997 cc","123,120 km",Luxury
285,Volkswagen Passat 2.0A TSI Business,"$158,800","$16,620 /yr",01-Apr-2021,"1,984 cc","16,000 km",Luxury
286,Volkswagen Passat 1.8A TSI Highline Sunroof,"$113,800","$15,960 /yr",23-Aug-2018,"1,798 cc","60,000 km",Luxury
287,BMW M Series M5 Sunroof,"$81,555",N.A,06-Dec-2012,"4,395 cc","89,555 km",Sports
288,Lexus IS Hybrid IS300h Executive,"$141,800","$19,470 /yr",19-Oct-2018,"2,494 cc","45,000 km",Luxury
289,Mercedes-Benz C-Class C180 Avantgarde,"$64,800","$23,060 /yr",17-Nov-2014,"1,595 cc","110,000 km",Luxury
290,Honda Shuttle 1.5A G,"$67,800","$14,030 /yr",03-Mar-2017,"1,496 cc","76,000 km",Stationwagon
291,Toyota Hiace 2.0A DX,"$78,888","$8,030 /yr",28-Jun-2022,"1,998 cc",-,Van
292,Mercedes-Benz A-Class A250 AMG Line,"$169,800","$21,270 /yr",18-Jul-2019,"1,991 cc","45,081 km",Hatchback
293,BMW X3 sDrive20i,"$234,800","$22,910 /yr",30-Sep-2021,"1,998 cc","4,100 km",SUV
294,Honda Vezel 1.5A X,"$99,800","$12,540 /yr",13-Jan-2020,"1,496 cc","38,000 km",SUV
295,Hyundai Avante 1.6A GLS S,"$92,800","$11,500 /yr",04-Feb-2020,"1,591 cc","49,666 km",Sedan
296,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$140,800","$16,860 /yr",09-Mar-2020,"1,595 cc","29,000 km",SUV
297,Mercedes-Benz C-Class C180 AMG Line,"$77,800","$21,760 /yr",11-May-2015,"1,595 cc","103,000 km",Luxury
298,Mercedes-Benz C-Class C180 Coupe,"$144,800","$22,490 /yr",25-Jan-2018,"1,595 cc","80,000 km",Sports
299,Porsche Cayenne 3.6A Tip (COE till 02/2029),"$99,800","$15,380 /yr",23-Mar-2009,"3,598 cc","135,088 km",SUV
300,Mercedes-Benz SLK-Class SLK350 (COE till 03/2026),"$49,800","$13,970 /yr",29-Mar-2006,"3,498 cc","134,000 km",Sports
301,Mercedes-Benz GLA-Class GLA200 Sport,"$189,988","$19,940 /yr",23-Apr-2021,"1,332 cc","17,508 km",SUV
302,Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$88,800","$14,230 /yr",18-Apr-2018,"1,461 cc","79,809 km",MPV
303,Mitsubishi Fuso Super Great FV51J Tipper,"$58,800","$50,030 /yr",08-Nov-2013,"12,882 cc",-,Truck
304,Honda Shuttle Hybrid 1.5A,"$72,800","$13,510 /yr",17-Nov-2017,"1,496 cc",-,Stationwagon
305,Honda Jazz 1.5A L Skyroof (COE till 11/2023),"$15,000","$12,790 /yr",07-Nov-2008,"1,497 cc",-,Hatchback
306,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$133,800","$16,770 /yr",29-Oct-2019,"1,595 cc","54,708 km",SUV
307,Isuzu FRR90,"$99,800","$16,680 /yr",28-Aug-2018,"5,193 cc",-,Truck
308,Mercedes-Benz B-Class B180,"$30,800","$14,130 /yr",28-Mar-2014,"1,595 cc",-,Hatchback
309,Toyota Picnic 2.0A (COE till 01/2027),"$51,800","$11,960 /yr",03-Jan-2007,"1,998 cc",-,MPV
310,Mitsubishi Fuso Canter FEB71,"$65,800","$13,660 /yr",29-Jun-2017,"2,998 cc","75,138 km",Truck
311,Volvo XC60 T5 Drive-E 2.0A Ocean Race,"$64,500","$17,470 /yr",24-Apr-2015,"1,969 cc","125,000 km",SUV
312,MG HS 1.5A Turbo,"$135,888","$14,290 /yr",30-Jun-2021,"1,490 cc","12,155 km",SUV
313,Toyota Hiace 3.0M DX,"$34,800","$11,710 /yr",25-Aug-2015,"2,982 cc",-,Van
314,Kia Stinger 2.0A Sunroof,"$133,800","$19,180 /yr",30-Aug-2018,"1,998 cc","86,000 km",Luxury
315,Porsche Panamera 3.6A PDK,"$138,800","$51,040 /yr",09-Sep-2013,"3,605 cc","28,000 km",Sports
316,Honda Stream 1.8A X (COE till 05/2023),"$8,200","$11,130 /yr",21-Jul-2008,"1,799 cc",-,MPV
317,Mitsubishi Outlander 2.0A,"$118,800","$15,720 /yr",14-Jun-2019,"1,998 cc","20,000 km",SUV
318,BMW X1 sDrive20i M-Sport,"$172,888","$18,730 /yr",30-Jul-2020,"1,998 cc","22,000 km",SUV
319,Aston Martin V8 Vantage Coupe 4.7A (COE till 12/2030),"$235,800","$28,300 /yr",18-Mar-2011,"4,735 cc",-,Sports
320,Honda Fit 1.3A GF (COE till 07/2028),"$53,000","$9,060 /yr",10-Jul-2008,"1,339 cc","175,000 km",Hatchback
321,Honda Civic 1.5A VTEC Turbo Sunroof,"$139,999","$15,440 /yr",21-Oct-2020,"1,498 cc","30,500 km",Sedan
322,Mercedes-Benz C-Class C200 Sport Premium,"$105,800","$22,750 /yr",06-May-2016,"1,991 cc","89,000 km",Luxury
323,Volvo V40 T2 (OPC),"$59,800","$11,870 /yr",15-Nov-2016,"1,498 cc","57,200 km",Hatchback
324,Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,"$163,800","$20,410 /yr",07-Jun-2019,"1,497 cc","60,000 km",Luxury
325,Toyota C-HR Hybrid 1.8A S,"$86,800","$14,510 /yr",13-Apr-2018,"1,797 cc","76,000 km",SUV
326,Toyota Noah Hybrid 1.8A X,"$185,800","$18,640 /yr",11-Jan-2022,"1,797 cc","8,000 km",MPV
327,MG HS 1.5A Turbo,"$122,988","$14,070 /yr",28-Sep-2020,"1,490 cc","18,000 km",SUV
328,Opel Astra Sports Tourer 1.4A Turbo,"$69,800","$11,290 /yr",14-Dec-2017,"1,399 cc","70,000 km",Stationwagon
329,BMW X1 sDrive18i M-Sport,"$175,800","$16,110 /yr",28-Jan-2022,"1,499 cc","2,800 km",SUV
330,Audi A3 Sedan 1.0A TFSI S-tronic,"$95,800","$14,280 /yr",14-Jun-2018,999 cc,"71,000 km",Luxury
331,Land Rover Range Rover Sport 3.0A Supercharged 7-Seater,"$273,888","$35,470 /yr",20-Jul-2018,"2,995 cc","15,888 km",SUV
332,Toyota Sienta Hybrid 1.5A G,"$125,800","$13,570 /yr",17-Jun-2021,"1,496 cc","7,000 km",MPV
333,Toyota Hiace 2.8A DX,"$71,800","$11,350 /yr",31-Dec-2018,"2,754 cc","133,000 km",Van
334,Audi TT Roadster 2.0A (COE till 03/2029),"$106,888","$16,260 /yr",23-May-2009,"1,984 cc",-,Sports
335,Mitsubishi Lancer 1.6M (COE till 09/2027),"$49,800","$9,840 /yr",26-Sep-2007,"1,584 cc","160,000 km",Sedan
336,Honda Vezel 1.5A X Honda Sensing,"$88,800","$20,350 /yr",15-Sep-2016,"1,496 cc","60,300 km",SUV
337,Honda Civic 1.6A VTi (COE till 04/2023),"$8,800","$15,300 /yr",03-Apr-2008,"1,595 cc",-,Sedan
338,Volkswagen Golf 1.4A TSI,"$28,800","$18,850 /yr",15-Nov-2013,"1,395 cc","50,000 km",Hatchback
339,Honda Fit 1.3A G (COE till 10/2024),"$21,588","$10,000 /yr",16-Nov-2009,"1,339 cc","147,000 km",Hatchback
340,Toyota ISIS 1.8A LX (COE till 11/2023),"$14,800","$12,280 /yr",19-Nov-2008,"1,794 cc","129,000 km",MPV
341,Volkswagen Tiguan 2.0A R-Line 380 TSI,"$109,800","$19,040 /yr",23-Feb-2017,"1,984 cc","83,000 km",SUV
342,Nissan Qashqai 1.2A DIG-T,"$85,500","$12,980 /yr",19-Jun-2018,"1,197 cc","58,000 km",SUV
343,BMW 5 Series 523i (COE till 12/2030),"$103,800","$12,520 /yr",17-Dec-2010,"2,497 cc","150,000 km",Luxury
344,BMW Z4 sDrive23i (COE till 02/2032),"$119,800","$12,620 /yr",30-Mar-2012,"2,497 cc","77,000 km",Sports
345,BMW 5 Series 535i Gran Turismo Sunroof (COE till 09/2031),"$132,800","$14,630 /yr",11-Oct-2011,"2,979 cc","140,000 km",Luxury
346,Volkswagen Touareg Diesel 3.0A TDI,"$80,000","$26,800 /yr",24-Feb-2014,"2,967 cc",-,SUV
347,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,"$86,800","$14,670 /yr",13-Jan-2018,"1,591 cc","69,000 km",SUV
348,Mitsubishi Fuso Canter FEB21,"$30,888","$14,340 /yr",30-Oct-2014,"2,998 cc",-,Truck
349,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$120,800","$20,700 /yr",28-Feb-2017,"1,999 cc","69,000 km",SUV
350,Honda Civic 1.8A VTi-S (COE till 04/2029),"$75,800","$11,390 /yr",03-Nov-2009,"1,799 cc",-,Sedan
351,Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$89,800","$13,840 /yr",11-Jul-2018,"1,461 cc","47,000 km",MPV
352,Mercedes-Benz CLA-Class CLA180 Progressive,"$184,800","$18,730 /yr",25-Jun-2021,"1,332 cc","8,000 km",Luxury
353,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line,"$196,800","$21,840 /yr",28-Jul-2020,"1,497 cc",-,Luxury
354,BMW 3 Series 318i Highline Sport,"$177,500","$18,550 /yr",30-Nov-2020,"1,998 cc","30,000 km",Luxury
355,BMW 5 Series 535i Sunroof (COE till 08/2030),"$118,800","$14,860 /yr",01-Sep-2010,"2,979 cc",-,Luxury
356,Toyota Harrier Hybrid 2.5A Premium,"$178,800","$18,870 /yr",29-Mar-2021,"2,487 cc","16,000 km",SUV
357,Honda Fit 1.3A GF,"$83,800","$10,680 /yr",25-Mar-2020,"1,317 cc","40,537 km",Hatchback
358,Mercedes-Benz GLC-Class GLC250 4MATIC Sunroof,"$129,800","$25,410 /yr",25-Oct-2016,"1,991 cc","62,000 km",SUV
359,Mini Cooper S Cabriolet 2.0A,"$105,800","$21,430 /yr",14-Nov-2016,"1,998 cc","46,000 km",Sports
360,Mercedes-Benz E-Class E200 Cabriolet,"$93,800","$29,710 /yr",01-Dec-2014,"1,991 cc",-,Sports
361,Jaguar XF 2.0A Prestige,"$184,800","$18,750 /yr",30-Mar-2021,"1,997 cc","14,200 km",Luxury
362,Nissan Qashqai 1.2A DIG-T,"$69,800","$13,510 /yr",03-May-2017,"1,197 cc","97,179 km",SUV
363,Toyota Camry 2.0A (COE till 08/2024),"$24,888","$12,500 /yr",23-Sep-2009,"1,998 cc","145,000 km",Luxury
364,Porsche 911 Carrera Coupe 3.0A PDK,"$593,800","$60,060 /yr",17-Nov-2020,"2,981 cc","6,000 km",Sports
365,Toyota Sienta Hybrid 1.5A X,"$99,800","$12,560 /yr",19-Nov-2019,"1,496 cc","55,643 km",MPV
366,Mercedes-Benz E-Class E200 Avantgarde,"$154,800","$22,930 /yr",22-Dec-2017,"1,991 cc","55,000 km",Luxury
367,Volkswagen Golf 1.4A TSI,"$30,800","$16,960 /yr",22-Apr-2014,"1,395 cc",-,Hatchback
368,Mercedes-Benz C-Class C180 Avantgarde,"$124,800","$19,480 /yr",13-Dec-2017,"1,595 cc","85,000 km",Luxury
369,Honda Jade 1.5A RS,"$81,888","$16,080 /yr",28-Oct-2016,"1,496 cc","79,990 km",MPV
370,Suzuki Swift Sport 1.6A (COE till 06/2023),"$8,888","$11,000 /yr",27-Jun-2008,"1,586 cc","130,000 km",Hatchback
371,Toyota Vanguard 2.4A S (COE till 05/2023),"$15,800","$22,350 /yr",21-May-2008,"2,362 cc",-,SUV
372,Toyota Alphard Hybrid 2.5A Elegance,"$308,000","$27,150 /yr",07-Jul-2022,"2,494 cc","4,000 km",MPV
373,Kia Cerato Forte 1.6A,"$55,800","$11,790 /yr",18-Oct-2016,"1,591 cc",-,Sedan
374,Audi Q3 1.4A TFSI S-Tronic,"$157,800","$17,620 /yr",30-Sep-2020,"1,395 cc","54,900 km",Sedan
375,BMW Z4 sDrive35is,"$43,800",N.A,25-Jan-2013,"2,979 cc","63,500 km",Sports
376,Toyota Corolla Altis 1.6A (COE till 08/2027),"$55,800","$11,300 /yr",13-Aug-2012,"1,598 cc","67,000 km",Sedan
377,MINI Cooper Clubman 1.6A (COE till 08/2028),"$73,800","$12,370 /yr",22-Aug-2008,"1,598 cc",-,Hatchback
378,Mercedes-Benz CLA-Class CLA180 AMG Line,"$133,800","$18,150 /yr",27-Mar-2019,"1,595 cc","56,600 km",Luxury
379,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$137,800","$16,580 /yr",03-Mar-2020,"1,595 cc","38,000 km",SUV
380,BMW 4 Series 428i Gran Coupe Sunroof,"$91,800","$26,320 /yr",27-Feb-2015,"1,997 cc","70,000 km",Luxury
381,Kia Picanto 1.1M (COE till 08/2024),"$15,800","$8,150 /yr",13-Aug-2009,"1,086 cc",-,Hatchback
382,Maserati GranTurismo 4.2A (COE till 03/2032),"$203,888","$21,290 /yr",11-Oct-2012,"4,244 cc","40,888 km",Sports
383,Toyota Wish 1.8A X (COE till 05/2029),"$76,000","$11,270 /yr",29-Jun-2009,"1,797 cc",-,MPV
384,BMW 5 Series 523i (COE till 04/2031),"$102,800","$11,870 /yr",13-Jul-2011,"2,497 cc","130,000 km",Luxury
385,Renault Captur 1.3A,"$118,800","$12,170 /yr",26-Aug-2021,"1,332 cc","18,000 km",SUV
386,Bentley Mulsanne Turbo 6.75A,"$88,800",N.A,N.A.,"6,750 cc",-,Luxury
387,Porsche Macan S 3.0A PDK,"$258,888","$42,830 /yr",12-May-2017,"2,997 cc","73,000 km",SUV
388,Mercedes-Benz CLA-Class CLA180 AMG Line,"$192,800","$18,730 /yr",16-Nov-2021,"1,332 cc","17,200 km",Luxury
389,Volkswagen Golf R 5DR Sunroof,"$132,800","$24,840 /yr",18-Jan-2017,"1,984 cc","130,000 km",Sports
390,Kia Stonic 1.0T SX Sunroof,"$84,888","$12,190 /yr",12-Apr-2019,998 cc,"65,848 km",SUV
391,Toyota Corolla Axio 1.5A X (COE till 11/2027),"$45,900","$8,760 /yr",04-Apr-2008,"1,496 cc",-,Sedan
392,Mazda 3 1.5A Deluxe Sunroof,"$48,800","$13,050 /yr",30-Nov-2015,"1,496 cc","106,000 km",Sedan
393,Nissan Sylphy 1.6A,"$47,800","$11,930 /yr",29-Dec-2015,"1,598 cc","112,000 km",Sedan
394,Toyota Hiace 2.0A DX,"$73,800","$7,380 /yr",31-Aug-2022,"1,998 cc",-,Van
395,Honda Odyssey 2.4A EXV-S Sunroof,"$53,800","$18,720 /yr",26-Aug-2014,"2,356 cc","116,000 km",MPV
396,Mercedes-Benz C-Class C180 Avantgarde,"$98,800","$19,990 /yr",23-Sep-2016,"1,595 cc","111,000 km",Luxury
397,Toyota Corolla Altis 1.6A (COE till 09/2023),"$10,800","$10,240 /yr",25-Sep-2008,"1,598 cc","138,000 km",Sedan
398,Honda Vezel 1.5A X,"$51,388","$13,870 /yr",22-Jan-2016,"1,496 cc",-,SUV
399,Audi A4 1.4A TFSI S-tronic,"$84,800","$18,070 /yr",17-Aug-2016,"1,395 cc","99,798 km",Luxury
400,Toyota Harrier 2.0A Premium Panoramic Roof,"$68,800","$17,530 /yr",12-Oct-2015,"1,986 cc","70,000 km",SUV
401,Toyota Harrier Turbo 2.0A M,"$110,800","$17,660 /yr",15-Dec-2017,"1,998 cc","61,366 km",SUV
402,Honda Vezel 1.5A X Honda Sensing,"$65,800","$13,150 /yr",20-Apr-2017,"1,496 cc",-,SUV
403,Toyota Prius Plus Hybrid 1.8A,"$118,188","$15,810 /yr",23-May-2019,"1,798 cc","67,003 km",MPV
404,Hyundai Sonata 2.0A GLS,"$65,800","$13,630 /yr",19-Oct-2016,"1,999 cc","119,000 km",Luxury
405,Nissan Qashqai 1.2A DIG-T Premium,"$51,800","$13,720 /yr",17-Dec-2015,"1,197 cc","93,300 km",SUV
406,Honda Fit 1.3A G Skyroof (COE till 06/2024),"$21,800","$11,970 /yr",09-Jul-2009,"1,339 cc",-,Hatchback
407,Chrysler 300C LX,"$146,800","$18,590 /yr",05-Jul-2018,"3,604 cc",-,Luxury
408,BMW M Series M340i xDrive,"$249,800","$28,740 /yr",29-Nov-2019,"2,998 cc","16,000 km",Luxury
409,Toyota Estima 2.4A Aeras G Moonroof (COE till 04/2031),"$108,800","$12,570 /yr",31-May-2011,"2,362 cc","152,000 km",MPV
410,Honda Shuttle 1.5A G LED,"$91,800","$12,140 /yr",31-Oct-2019,"1,496 cc",-,Stationwagon
411,BMW X2 sDrive18i M-Sport X,"$149,588","$17,110 /yr",21-Jan-2020,"1,499 cc","20,500 km",SUV
412,Toyota Dyna 150 2.8M,"$97,800","$9,800 /yr",26-Aug-2022,"2,755 cc",-,Truck
413,Toyota Wish 1.8A (COE till 02/2029),"$65,800","$10,180 /yr",20-Feb-2009,"1,794 cc","120,000 km",MPV
414,Honda Civic 1.8A VTi-S (COE till 06/2023),"$8,800","$10,850 /yr",28-Jun-2008,"1,799 cc","170,000 km",Sedan
415,Mercedes-Benz CLA-Class CLA180,"$84,800","$18,620 /yr",13-Jul-2016,"1,595 cc","90,000 km",Luxury
416,Kia Cerato Forte 1.6M SX (COE till 05/2024),"$15,900","$9,140 /yr",01-Jun-2009,"1,591 cc",-,Sedan
417,Audi A3 Sedan 1.4A TFSI Attraction,"$70,800","$14,980 /yr",31-Oct-2016,"1,395 cc",-,Luxury
418,Volvo S60 T5,"$73,800","$14,390 /yr",14-Oct-2016,"1,969 cc","55,647 km",Luxury
419,Hyundai Sonata VIII 2.0A GLS Sunroof,"$79,800","$13,990 /yr",07-Jul-2017,"1,999 cc","87,000 km",Luxury
420,Toyota Corolla Altis 1.6A Elegance,"$68,800","$13,750 /yr",14-Dec-2016,"1,598 cc","78,000 km",Sedan
421,Honda Jazz 1.5A RS,"$44,800","$13,520 /yr",19-Aug-2015,"1,498 cc","80,136 km",Hatchback
422,Toyota Wish 1.8A X Limited (COE till 05/2026),"$40,800","$10,910 /yr",06-Jul-2006,"1,794 cc",-,MPV
